real, imag
ec1718, f66da8
f70c10, 0d78c3
0feab4, fd5636
020004, 09ae2d
1798a6, fd0463
0ed0b9, 15902c
fb7388, 07460a
116acf, 165d2e
e2473c, 1b595e
02616d, f9cd8c
0c8530, fb3c90
fef33c, f7e548
f41170, f580b2
00b4d1, fb835e
fb5cf2, eb5d8c
f9a54f, f5d42e
e68506, ee0be9
0ee555, f09d83
edd882, de9de9
1936f7, 0cbd37
eb8849, 072485
e6134a, ff1860
1b183a, 02d746
f8517a, fb3811
f39878, ea6e51
01eaa6, 0896e7
06ec91, e7acdb
022472, e1e1d7
014f06, 058288
07371b, f59759
013f7e, fac493
0530e2, e19efc
132268, 03ed3e
f9bf0b, 0ee668
fe3e93, 03b4a4
1202ec, 0cc752
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
080530, 070642
172490, fcd095
08fb31, 016ad8
fa5be0, fa8caa
f7a423, 0d117a
06fb69, 02a1b0
fbfa1f, 0e608c
f8f68d, 0c9c38
f8972f, 1543c8
eb3f7e, 00e218
0b656b, f776de
efa297, 13482a
030231, 2404ef
fad8d6, 0a10b5
209f88, 0b8ff6
f50671, f90aa4
f608d5, 0fe82d
0573b7, fb02dc
e59216, 031eff
09142f, 16a0fb
091135, fe8d23
0658d0, eb2e1f
0b5f5d, f0a265
01cfed, 07e89f
f480df, f66e99
f6aad0, fcd448
1903af, 1204b8
ea51f6, 01d84a
f9cbea, 01976a
057f39, f3b438
02eb2b, fce16e
feee07, 0507b1
055f2e, 132a72
f1adbe, f4e6c6
f1ea71, 042298
fb0d52, 0c5a35
0514b3, f1e7e3
018676, fb3e7d
fe4496, fd1a4e
042181, 044e40
eedc22, fd2e41
0561ca, 063194
efd5ca, 026093
07456f, 145b30
f69211, 07d317
113e1c, 060353
03717b, 1b90dc
04ba10, 1d8668
08b25d, f88e1e
f12796, ff1048
0eb3d4, fedcc2
0e09d1, 00ccc0
0a81e7, 04ee6c
f7ce1d, f435e3
eab59e, 109396
067c6d, f8d2e5
04b455, 09d320
fca764, feb91c
fd41cc, 04d6d7
fe5c6d, 12677f
eaf51a, 02c711
fd9ab1, 04005c
f6646b, 0deed9
01ffde, fefbaf
f4641f, f578b4
05fcff, e5747f
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
054f4c, 059dfe
fd21a1, ff6743
ee66f5, ee191d
0d3f9a, d546f1
055932, fb50c0
f15d60, 05beaa
20c274, f107da
f76e8b, f330fd
02e814, fc7c47
e6789d, 00fc37
fd151e, fb68e9
fb5561, 08282a
f24d93, 0143bd
107725, e629b7
083663, fb6ca9
0dbb7f, 03ee90
fa11b0, fcef5f
f23ff0, ff13e4
07a458, 0aa63e
00c473, e7000a
f3812a, 0a846a
114eb5, 0a580e
0b839f, 00896b
101b8c, 0ddab4
f8fe61, ea64b8
f59d52, 0bd5b3
ffa94c, 0dcf57
06ee5a, feb9ad
ec76f6, fb2273
0cf9f0, f03fe9
0f4fa2, 0eac70
ffc9b2, 0721ef
ee455b, f62032
0ebd26, e9eefc
03f634, 055d04
050a20, 1ad81a
130832, 01900a
f62312, fc6f88
eca86e, e3d34c
f056a3, fceddb
ec8999, ff27a6
fa0aaa, fad019
0f4533, 11e2fa
1a271f, 151895
06c574, f7f47f
041965, edb735
ee3077, f3727f
18da9b, f6c5d3
08a3d1, 08c55c
eb750a, fe41da
fe3261, e12277
fa1626, f6187e
fe9692, fda37e
10b338, ffa807
036a4e, 062898
0ad3a4, fedd7e
f33903, 0c29c8
0e30a2, fe93d1
f3a5c8, 12a241
006fe9, f52f9f
dfaa69, 0f1fac
13ffe2, f0479e
016f15, eee103
092c9d, ff9f0f
06b8c0, f92c29
f277aa, 050e65
02bb4f, 09c6a5
f82290, fae1b8
01ed1c, e8ced5
01bba4, 045635
04f707, df3b5e
fa41a0, e9db97
0ed93a, 0bed7a
14c6e5, f36774
f40b14, ea287e
05bc35, 051bc8
e9da72, e9f21f
09e858, eedf80
f83462, f3db4f
0b7f4a, 26587c
0506a7, 021534
017ba8, ff42f1
09bc2b, f2c925
e9cdef, dda491
067358, 0d2036
f1a00f, f78d06
0ae282, fdcf9a
f4ec2c, f5ada6
ebd606, 0ed087
fe2670, f6d5fc
0a1812, 03dfe1
11d0b9, f415ef
164922, ed51cb
f3ede9, f9d76f
f9eb23, f020fb
1119a8, 06d66d
f99279, f32c91
20796c, f45671
fe8f99, 013770
ee6320, 092104
17e09d, 0e7dcc
14b680, db95be
059ce3, fa7794
f45e58, fc12b9
0179cd, f2ae0b
f964b8, 0248db
d81465, fdbbbc
1495d3, 17b77b
dab610, 14c722
e8eba9, 0c3b20
0c2c26, ddea50
019527, 0ce201
fe8554, 07f0f1
0f42d5, 011e3d
01f698, fe4870
fa9eff, 031b15
ecdd02, f50459
f87dd0, 024b55
e8cb37, f7aab9
0374f5, f5b4b1
ece0b9, f954fd
ef6020, f9ea57
f9eb70, f95fc1
03503f, 07c5e1
ebc159, 0a8f30
fdfcad, 0222d0
e7733e, 038749
0fa68d, ecf2dc
fd0530, 0ed85f
f35977, 1a6a45
0cc6b9, 1053c4
08200a, 05dcdd
01cb7e, f7ea5f
147b3a, fb1c58
056b15, 0887c6
e9125e, 05ab67
f74612, fabc3d
ea4b77, fde1d0
e4f857, 050d18
f7cd96, 0bc762
e0e625, fb51c6
fab081, ff4bdf
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
ea82f3, e71a93
ee9890, fe244e
05b6f2, f3775f
fc52a2, dfacbc
fb4a99, 074490
fbc178, ead1ff
f7d89c, f3177b
08d6a9, e9226d
058827, eb5731
f628bc, 03ee5b
0f57d7, 091e13
023a5c, eb1118
f78418, 021e41
0791f0, 0546c3
f417c1, ff0451
f3f6e0, 031349
e9a47b, 0ac6fd
1c8ada, e4b716
0dd794, f2abf4
0e40cc, 15c5d6
05c4d5, 0044a0
e933e7, 067c31
f62147, 01a819
ff1d0c, f6b772
f28b95, 088a85
f6fd7c, f6e663
f2c628, 0db1ab
11f33b, faef46
f65d6f, fc4175
fc6c37, f943e7
f53d69, 0341fa
e61a61, ffd0e4
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
0f1c77, 2142bc
f2f969, f8398c
f65be6, fd6095
f77f6b, 1aa0d2
f12974, 13151f
022886, 0d8297
f7a154, 168e87
f6dca5, f1c204
f92894, fcd942
08fcef, fd7b92
0025d7, f56c5c
0f17d8, f9e63e
0f3f46, ee9d72
f3e200, fd6e8a
f734c5, 04ef61
068aca, f2ea36
fea678, 12018e
ee0f43, fb4bbf
0689b6, edea4d
ed160b, e942db
1c3075, 06131d
ec289d, f5f896
11e983, e98204
0c14d1, 00d79d
ed78ae, 11b2bc
fc529c, 13f7a5
0de1bf, 0a5280
f98db1, fa420a
018690, 13f968
feb741, 0880d7
f1168f, 18ee77
08edf2, 07dda3
06bd25, 0823b8
0609d9, 01d8db
ed4c44, 0c0167
08cd99, 036dbc
fca0bb, f08121
feb577, 0720f2
01efe7, fd30b6
053391, 0dea2a
eba677, f704d9
152bce, fd951e
02eaba, 094fc9
f1f636, 0e0ccb
f19257, 1031eb
046084, 02dda3
fcf461, 0452ef
f35d22, fa5c5e
158903, 1b5a32
093de7, 0d4516
fdcb6d, 0a1c36
fdf979, 17276d
2685e4, f63383
f2efad, f8ae3e
f7d94e, 05c2fe
e93421, 074108
e924c6, 07e071
fa16cd, eb344f
0bca47, f70bc5
10ddaf, 03caf3
04012b, 0cd185
ead7ff, e12a49
e78659, 01fbae
f5d6d5, fdf843
f44844, 01da92
f51b0d, 1a7f39
006853, f4a122
f3c10e, f2598d
d83e7d, 131d11
076547, fb6b4f
057bbf, 074113
0cf92b, 079777
071033, 1a9a1b
0c9725, fdb414
143af3, f9b370
005a00, 0d3c9c
e34aec, ef0053
f53883, f8356f
f75d35, 0900d0
fe35d9, e69477
fabefa, 014ac9
0ff8bb, 1386fb
0d8e0c, f8fc54
02fa53, fe1d0f
fd2a4f, e8639e
fc7d78, f7287d
018fdf, fd0eef
10d343, f785fd
09a87a, e34706
0bc3cc, faff01
06c160, 036fe3
f3ef70, 002a6f
01c8fb, f9f663
00474d, 1e2b5e
f7d29d, 08182d
fc6866, 0e4e1e
fb51b2, 05f8e1
00160c, f4fd1c
109777, 0213e5
f73578, 085989
f0f40a, 0a78ce
04ebd3, 02f132
ff3860, f8de89
074c0f, 0c5c0e
00351e, 02b399
20724e, f41bd9
f20409, ffa303
ff6f97, 086aae
0122bc, 0464a2
ee4741, 1ca23f
f2b1fc, fd9973
fa66e5, 0184d0
fba7be, e757d5
009b1d, f2343f
e676d2, 189a52
01c117, 02930b
0da97b, ffe5b4
fdb8bf, f67e2c
f4b4f2, 0c73fd
103837, 10287a
fb472d, 03be6d
0484c3, 04c75d
055846, 0d3d9e
fa9887, f70057
fc07b8, 09706d
fbe9ea, 11fc3e
fa4191, 04ea35
f9d9ad, 0be977
09ac0f, 00f4fc
00812d, fbd2bf
fa89e7, ff1d74
083c9a, 0d0edf
0ec924, 067bd4
0c21ef, f7852e
12ba50, ff6605
09fee4, 00c7cb
feeb7c, 00bf6a
fd6ad4, 202661
0e9df8, 0d4c70
fa00db, 065b7d
0dd70f, 01c7e8
127b04, fcb127
0f3130, ffd2db
f8bb4d, f6792a
0b378d, 1a7c9d
0cd857, f3276c
032660, f668bc
053f91, 00a8ae
10b425, fe1478
0109c1, f5dd03
21b0ca, 022e1d
052b8d, 0555a1
f57905, f8fcbb
08513f, f414c5
ef0413, fcfb8b
0213f5, edd42a
15e0a5, 1476dd
11dd94, fbb659
00224e, 0e3e8c
0647fa, f68b3d
f3e7dc, 0227a4
ec0bb8, 12e8ef
0cad3a, 0e2be5
0591d0, 0ef867
fe2e8a, 1449d2
0418bc, 08ba5e
01a85d, 0025fc
fbf8ec, ed56ca
fe9822, 1c58ae
e5bc59, ff2354
027b4c, f30448
f1741e, f03737
06e4e0, 079ec5
f034c1, eb6ece
f8d685, fad734
10ec27, 106908
f1f1b1, 0326d7
083b64, f0cb86
fa1f7f, f3e9dd
f87b28, f2848c
f1e844, 12e5d4
fe179f, 10b3db
ead672, fec2c7
024258, 002339
004eca, fbb612
fd1395, f0cef8
fc868f, f2a7c2
0d833d, 0d71e4
28249c, 09f9f0
0964ab, f5e1a7
21af85, 05e60f
14c1ca, 11ac5d
0d688f, 0c1e4b
04f490, eb9883
0a9133, 0308da
00abd0, fd8f5b
fa77ec, 1a1c8a
15a710, 0d106a
045d6a, 036abf
0725c9, 006c2a
100484, 00c788
fcaaad, 0403a6
0de77c, eb37d1
09b44c, 053650
fbab65, f27041
002955, f2f6ff
fb90dd, 01bb91
01842b, 0c0459
f51edb, 105f40
f5082c, 0479b2
ebeb92, f9ad60
0f0354, 166e34
eeb529, 04920c
ef896a, 0401e0
0ba62a, 0a0be0
008afa, f5c04a
1a172c, e695e9
f75b32, fb0b0c
fd3a86, fd2819
fde7ae, fb83fa
1f8b90, ef407c
f373fe, 0191ff
04db1d, dd7b3b
145825, ff1425
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
06944d, ff34e9
f7ac9e, fb442f
023087, 088352
00aaa2, f7d0e7
f86310, 0fb28b
fe64a8, 134623
0afd21, 092aec
015e2c, 00b9f4
f524dd, fed7af
04799b, fad4af
f5a238, fa7239
f7ce8d, f7c599
056439, f12bf2
08f153, f57e84
08890b, dd316d
09c2c2, ea6b7c
e1f039, 06583e
136ed4, 0915f2
fe02be, f3054f
0cc7d3, fcfc7e
02e5ab, 0ade12
f32b6c, 0375e1
037a45, 0a77ff
09cceb, 077cbb
190d84, 040b69
152f84, 1c2db7
16b20a, 06aabd
0a7571, fd17ad
00d0c8, f5ac2f
fedd9e, eea84b
08ebc9, f85d3d
066c12, e8fb8d
0edcab, fe7230
175403, f1fad9
f3cb50, 0c2e82
05aa2c, fdd149
05308b, 0f915d
fd2a90, faeed8
10a533, 0ac141
f7d761, 082890
12d65c, f62b51
076f85, e71874
fbd0bb, 066689
09a3f9, f2f672
ff338a, 0dc4a4
fb9c4e, e61127
d6c817, 1347a6
021b82, f5df64
01325e, e95756
0c8052, f8daf5
f3263e, 15c77d
072795, 09c965
f5b677, f221c1
03b818, ead4d1
0ecc1b, e6a357
0f95d1, fff3c4
1d849b, 0cc629
f1f849, fb0bbd
f20a35, 0ee00b
005358, 0dee74
06f3bc, eef507
ede87c, ff115a
0cb295, 082e9b
097e5f, 12c9f6
0494bf, 0c9f18
f8d7a2, 07118e
f94d9d, eec1b2
f36427, fa858b
061c43, 0450bb
f194f2, f7bd0f
028a96, fe3e06
0ae132, fd77ee
06f2e3, ff5f45
159f9d, fe6c32
fcb2e8, 03c3d5
1b4c92, feb716
04ea74, 03df00
ee1ed7, f8558e
08563a, fd9280
0dc382, f55b6f
f20052, ecba8f
090fa4, 2395b6
0c78f4, f7d02d
05da7e, f83a4a
07a9ab, f6cacb
09d87a, 0b971d
f03472, 1a2c1e
0a5cd4, 10870b
f6d20e, fb1a41
01c3a5, 0116f0
03138e, ffad76
09e3de, 041f95
007ca4, 062d81
0c30d6, 03b153
02dbf1, f45275
136415, fd6f69
0e9f88, 06ae96
ff2255, fba7fa
028d0a, 0cf2f2
ffe2ae, fe0459
f57921, 0ba0fa
0bcae8, 0219a9
ff4671, ff1c68
0bbf2a, f4c3e1
0f98b3, 01459e
f8f42d, 14c9da
0673b3, fbcbfb
fea6f2, 0fecf2
fd6f03, e515a1
136d56, f71c33
028745, 0122a8
ee6a37, fe8a12
0ecf5d, f1dab7
f8a2f3, 0778e0
12139e, 06a6d9
16a197, fcc730
fbca47, e899b9
04f032, 08adbd
07a90d, fe45ea
ff4124, 09d52e
071be2, eca2d7
08c7af, fd4fb6
01ea17, 11e018
fc7193, 09dd73
fe6b1d, f905e1
03eca4, 00ea27
0aafb6, fe5792
01b55c, 03ba0f
f107fc, 055116
f50dc9, 100c7c
05b30a, ed0f3e
05a04d, e10638
f452d3, 018dbf
fd1709, f062be
f389de, efad69
ee3413, ff060b
e3079b, 09d031
fe5196, 057ab4
094172, 0a293e
f37ec0, 1e598c
0026c4, ff0553
fca34c, 025f40
1d2c2d, 002920
f6cfb0, f52337
017538, f0fbf0
f14c9f, ff754b
fdecb8, f11d87
f8612e, ffd78e
03d9ed, 0fd867
07fcc7, f62b37
0893b2, 09ad74
06febd, f1d898
fbb3de, 091279
f6f446, f4de76
f68a9e, ff92ba
187737, f026fb
0e7976, fc6ad3
04f025, f39d86
08db7e, 0debc3
0b43c1, f8507c
fe5f29, fe3676
fac42f, 076438
0a9c4a, fff47a
f00d5d, 0b4ae3
0f0e7c, 12007e
edcf26, e35f3b
e497ad, 28a92c
0947e4, f91dd6
edf0a5, 0c08db
fcb0e2, f5150b
fc7b2a, 07a5a7
f4685f, 136643
1333e3, 213647
00ee15, 185c4c
f4cc72, dcba7f
0dcbd5, f0b348
02b6f9, fd420c
015927, f7866c
efc94f, fe9a9d
1c14c6, f6b63b
08204d, 061654
037e36, 024c9a
f81b1c, 0845be
de4056, f994c3
f4f8e7, fc9bdb
fa4829, 193714
ff45b6, ff1fd2
f2110b, 02d7e1
fefce4, 02bd2c
04422c, 0ad9b0
0abfd5, ee716f
eeef3e, 0445cb
02855c, e2a3fa
f43ae9, 02f603
f9a3d4, edbecc
09df80, 07651a
0058f3, 09edb7
e14aba, f5bf0a
f2290d, fbd247
eb9f03, f5a61d
0113fc, 1550d9
0d9862, 0c0c88
1f73da, fbb3fb
0a5157, 168cd5
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
034606, f393dc
09dff5, f5e7c3
fc5653, 0a6205
f6b797, 01ccc4
10a9b8, 03d3b6
090973, 07cfca
fbf7b4, 12095c
008a27, 10a71f
f8f57d, efadd3
f5c752, 16c830
f75e4e, 023b89
feb06c, fff11c
06c157, 0081af
002763, 0c7f86
f440c2, f95648
0d8d6a, f91167
022024, ef3514
0be1c2, 04cb81
ec0be3, f65d00
f39080, ff3557
06687c, f00111
028baf, 1f0796
006da8, 01a1dc
f59372, fc51ae
fb28b7, 093a3d
0d6cd1, f15af5
1f3bf1, f99456
fd2cce, fdd3f3
0ba17b, 107dc4
0b20df, ed685e
ea6d22, f9779d
fd11fa, 00c066
08658a, 0289d3
0090c2, 0aa94e
03616e, ecff17
008a73, f5a7fa
fec474, 080723
e754ce, fb59e4
e71dad, fd4e09
ff2eb8, f06b18
099f0d, ff35de
fc5ac6, f5a1dc
facf81, fb55b4
027938, 04a65f
167c43, 023d39
fc5651, 155f5c
07c5c9, 09d089
eb2bdc, f87cc4
eccd83, 10b9bb
04fe53, f23a0a
018a7e, 07770e
0cc3a7, f8686e
eb4413, 0a5b19
02bf8d, f48ad9
00e12e, 1483b8
0f93a7, f99d09
f60dc3, 015042
f26e03, f97129
f1d8df, 0819e7
06a861, 0f88c3
f37d17, 04fbbb
ed5f43, f81d64
f6febe, 132839
f43c7f, fefb8d
efccb7, ff74c7
06beab, 0669b1
fcfb92, 0925ee
017df9, 08e393
046a9e, 0b9ce8
18b3d9, 094273
104ca0, fede61
001bca, 0ec87f
023850, 0d694d
fdf05b, 0bb4c0
00a1b9, 11c4b7
fb82a5, ed47cd
f200a8, f150b5
f37701, 0184d0
151627, 077814
ed3fd2, f502cc
150a66, 0541cd
fc48a0, 12253b
f719fb, faf322
025981, 046a6e
01e4da, fcedf4
008ef7, ff5d6d
f6bdb4, 05ea88
f5887b, 0a6970
077870, eb05cb
164ab4, 11ec2f
077c37, f5d796
01938e, 0e2026
f8b16b, f85ef0
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
159674, fa834a
01989b, 1d9ce8
f7b35e, fca414
103b08, 176f22
0f71bd, 0cf74e
fc6781, 00b949
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
fedfd7, f6ae4c
f1a1c0, 098ef0
081c7e, f51e75
10a0b8, 085e31
f9b681, 0ecb61
02f83b, f15cf9
2369f0, 00932f
0e4a4a, f48507
11669e, 183a2a
ea471e, e8acf9
f0909d, 06471d
efb54a, 0cd8b3
fc5b58, 038e08
e43ee9, 1265c8
ffa70e, 015ed5
133afb, 0584c5
f7963b, f98d8e
fcda15, f68a90
071cae, ff9692
f24ade, 075bfe
fac56c, ff8f0a
edd569, f1b922
033a76, fafe5a
043ebf, 12cb2e
fa647a, f48c88
ee7ffe, fd040d
ea0ef0, 08f253
11ca0d, 08168e
07eb15, f8a88b
fc2f33, 06fa24
0428c9, f86187
fe5d1b, ff7146
f307d4, 0c69a2
00c7bd, f1f03b
edb114, fae264
fb0bc1, f58462
ff73cc, 1223a7
fb83c6, f93304
f7892d, 01da64
f78da9, 155204
f172a8, f9674c
f5d2dc, 10c423
06ebe0, 0cccd5
0beac0, f2a63f
04d0fb, f5f5db
fd00eb, 0673af
ff8575, 13ea9e
f9937d, fb49d6
f609ac, 0f4e11
fbf978, 018f20
ee6779, eda44e
fa5062, f8fc43
06f9eb, fb6b80
f80687, 0613f0
fe194d, fe269b
0987a6, fbefb6
f9d0d2, 00ac1a
018548, fb1e4b
fac2a3, f9a86c
fe8954, 1a6456
0d6988, f67c0b
0f30d0, 052f1f
04f465, 0e8bb6
00eee5, 1550ef
181596, 084b06
1d798d, 08f8a1
f2bbfa, 00f3fd
0a7c60, 022f3b
fd2e2b, fb7d3e
fec8bd, f2a1e3
f392e0, f7c153
05b8e4, f28cc8
0a8c9c, 152438
0bad66, 1f0b08
fda09e, 047a43
e45084, 1376e0
e91fdb, fd0669
0b7652, ff8931
1abf97, fd4aed
fbf797, de9f4e
fd526a, f87a15
1067dc, 095a32
0b3b5e, 09afb5
06a11f, ffad2d
f68f50, 060143
f258c4, 0c764f
fd92da, fb6455
11ac0a, 157e05
df2752, f9553a
feed7a, f25d21
1798fa, 1391ff
f43a7d, fddcfe
039516, fd4476
f204e2, fe3d8a
0adb5b, 0bcc1e
e6fc33, 16ddcc
0cb0c7, f7fb13
ff30fc, fd4605
f24b0e, 035c1d
f215b7, f1deef
e78c7c, f9d69d
fdfea8, fc5296
0365b2, 1909d1
ed2d63, f64b48
fd9f48, f88755
fd2e14, fcb685
0473c6, 14144d
0a70e1, f5cd13
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
e18731, fd9741
fa48ef, 0e05af
fd902e, f74a13
f9b829, f8ca11
fb4c52, ff1daf
f87983, 147d77
0fb6cd, 09caf6
f6084b, 09ed67
fe2344, d824ff
fc5b5d, fa012e
0424cd, 03542b
f85077, 01e085
ee7448, f515e0
1367c7, 00df82
1860a7, 0c3786
117e83, e33700
031880, ebcaf6
fac817, 0626c4
fb0088, 091593
0f689b, fe78c7
f380ed, 026f0d
0d3e7f, 1054a4
f89b1f, 064066
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
7ffff8, 000000
f6fc40, 0d6bb0
15fa67, fac279
e185ac, f9f215
00c020, 04cd90
182326, 01c7b0
061727, 0a70fc
fa668e, fc8df8
22510c, f90d48
0f67b2, 0c0afa
03b0cf, 0342b1
0c5795, fe6a1a
